City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Andres,CO,2022-03-21 22:29:12,12.5847,-81.7006,84.22,70,40,17.27
296,Kosa,RU,2022-03-21 22:29:12,59.9445,54.9977,18.63,97,87,6.33
297,Imeni Poliny Osipenko,RU,2022-03-21 22:29:13,52.4201,136.4853,-0.69,92,13,4.38
298,Verkhnyaya Toyma,RU,2022-03-21 22:29:13,62.2349,44.9985,29.5,94,100,6.04
299,Vao,NC,2022-03-21 22:29:13,-22.6667,167.4833,76.86,66,76,8.95
300,Sechura,PE,2022-03-21 22:29:14,-5.5569,-80.8222,81.79,55,67,16.28
301,Te Anau,NZ,2022-03-21 22:24:35,-45.4167,167.7167,62.22,63,87,1.39
302,Vostok,RU,2022-03-21 22:29:14,46.4856,135.8833,14.13,95,93,3.96
303,Alofi,NU,2022-03-21 22:29:15,-19.0595,-169.9187,85.89,70,40,10.36
304,Vilshofen,DE,2022-03-21 22:29:15,48.6333,13.1833,42.67,51,0,4.38
305,Adre,TD,2022-03-21 22:29:16,13.4667,22.2,77.11,11,3,7.34
306,Providencia,MX,2022-03-21 22:29:16,28.7167,-111.5833,81.21,16,7,23.94
307,Red Bluff,US,2022-03-21 22:29:17,40.1785,-122.2358,79.86,22,0,16.11
308,Guanica,PR,2022-03-21 22:29:17,17.9716,-66.908,80.06,72,71,6.42
309,Nome,US,2022-03-21 22:29:17,64.5011,-165.4064,12.27,73,0,3.44
310,Ust-Kuyga,RU,2022-03-21 22:29:18,70.0167,135.6,-6.97,97,100,2.95
311,Puerto Cabello,VE,2022-03-21 22:29:18,10.4731,-68.0125,87.35,81,86,13.06
312,Pedernales,DO,2022-03-21 22:29:18,18.0384,-71.744,81.46,65,24,10.58
313,Sambava,MG,2022-03-21 22:29:19,-14.2667,50.1667,75.36,89,11,8.81
314,Bubaque,GW,2022-03-21 22:29:19,11.2833,-15.8333,75.96,74,7,21.65
315,Cap-Aux-Meules,CA,2022-03-21 22:29:19,47.3821,-61.8597,28.45,93,75,19.57
316,Manitouwadge,CA,2022-03-21 22:29:20,49.1215,-85.8403,31.23,63,21,6.26
317,Izumo,JP,2022-03-21 22:29:20,35.3667,132.7667,42.75,93,75,5.75
318,San Ignacio,BZ,2022-03-21 22:29:21,17.1561,-89.0714,86.14,58,20,4.61
319,Port-De-Bouc,FR,2022-03-21 22:29:21,43.4,4.9833,49.59,43,0,6.91
320,Tigil,RU,2022-03-21 22:30:21,57.8,158.6667,28.29,86,100,16.28
321,Naze,JP,2022-03-21 22:30:22,28.3667,129.4833,67.12,93,100,21.99
322,Asuncion,PY,2022-03-21 22:30:22,-25.3007,-57.6359,85.89,58,20,4.61
323,Dehloran,IR,2022-03-21 22:30:22,32.6941,47.2679,64.38,34,86,1.77
324,Hualmay,PE,2022-03-21 22:30:23,-11.0964,-77.6139,70.97,82,85,9.37
325,Conceicao Do Araguaia,BR,2022-03-21 22:30:23,-8.2578,-49.2647,77.05,85,99,2.33
326,Pozoblanco,ES,2022-03-21 22:30:23,38.3791,-4.8483,45.09,97,28,5.32
327,Nelson Bay,AU,2022-03-21 22:30:24,-32.7167,152.15,70.0,80,10,1.99
328,Vanimo,PG,2022-03-21 22:30:24,-2.6741,141.3028,82.81,72,93,1.36
329,Lakatoro,VU,2022-03-21 22:30:25,-16.0999,167.4164,80.62,83,100,6.31
330,Devanhalli,IN,2022-03-21 22:30:25,13.2325,77.6992,71.83,83,40,6.91
331,Svarstad,NO,2022-03-21 22:30:25,59.399,9.9698,41.0,71,86,1.39
332,Port Elizabeth,ZA,2022-03-21 22:30:26,-33.918,25.5701,70.32,96,0,1.14
333,Falam,MM,2022-03-21 22:30:26,22.9167,93.6833,56.82,38,26,3.67
334,Moose Factory,CA,2022-03-21 22:30:26,51.2585,-80.6094,24.8,39,0,13.8
335,Mayo,US,2022-03-21 22:30:27,38.8876,-76.5119,71.13,36,0,5.75
336,Khorixas,NA,2022-03-21 22:30:27,-20.3667,14.9667,75.43,66,72,2.66
337,Lebu,CL,2022-03-21 22:30:28,-37.6167,-73.65,57.31,87,57,12.64
338,Iqaluit,CA,2022-03-21 22:29:57,63.7506,-68.5145,-2.31,84,20,2.3
339,Hirado,JP,2022-03-21 22:30:28,33.3597,129.5531,45.39,82,100,24.16
340,Tautira,PF,2022-03-21 22:30:29,-17.7333,-149.15,80.53,77,21,12.24
341,Labuan,MY,2022-03-21 22:30:30,5.2767,115.2417,77.36,94,20,0.0
342,Cocobeach,GA,2022-03-21 22:30:30,1.0002,9.5823,80.65,83,69,8.5
343,Panjab,AF,2022-03-21 22:30:30,34.388,67.0233,31.03,52,98,3.56
344,Mandiana,GN,2022-03-21 22:30:31,10.6333,-8.6833,82.9,51,62,3.06
345,Bambous Virieux,MU,2022-03-21 22:30:31,-20.3428,57.7575,80.85,94,75,3.44
346,San Pedro,PH,2022-03-21 22:30:32,14.35,121.0167,81.63,79,75,4.61
347,Arlit,NE,2022-03-21 22:30:32,18.7369,7.3853,78.33,7,5,10.36
348,Safaga,EG,2022-03-21 22:30:32,26.7292,33.9365,61.77,55,1,15.68
349,Amahai,ID,2022-03-21 22:30:33,-3.3333,128.9167,79.39,83,96,3.76
350,Icod De Los Vinos,ES,2022-03-21 22:30:33,28.3724,-16.7119,61.77,79,98,6.78
351,Mandalgovi,MN,2022-03-21 22:30:34,45.7625,106.2708,17.33,64,95,2.35
352,Coihaique,CL,2022-03-21 22:26:03,-45.5752,-72.0662,57.81,58,75,10.36
353,Clyde River,CA,2022-03-21 22:30:34,70.4692,-68.5914,-9.17,84,100,4.61
354,Jaisalmer,IN,2022-03-21 22:30:35,26.9147,70.9181,74.12,21,0,13.2
355,Castrillon,ES,2022-03-21 22:30:35,43.3979,-6.7922,49.21,82,40,3.85
356,Alipur,PK,2022-03-21 22:30:35,29.3846,70.9116,73.0,16,0,4.16
357,Belaya Gora,RU,2022-03-21 22:30:36,68.5333,146.4167,5.65,95,100,7.18
358,Prieska,ZA,2022-03-21 22:30:36,-29.6641,22.7474,72.75,56,7,0.31
359,Panama City,PA,2022-03-21 22:30:37,8.9936,-79.5197,88.18,56,20,13.8
360,Aasiaat,GL,2022-03-21 22:30:37,68.7098,-52.8699,-18.2,89,24,6.29
361,Ojinaga,MX,2022-03-21 22:30:37,29.5667,-104.4167,68.95,26,0,24.16
362,Sheridan,US,2022-03-21 22:30:38,44.8333,-106.9173,44.98,36,0,23.02
363,Dakar,SN,2022-03-21 22:30:38,14.6937,-17.4441,67.08,94,0,9.22
364,Jesus Maria,AR,2022-03-21 22:30:38,-30.9815,-64.0942,69.78,69,42,4.32
365,Ossora,RU,2022-03-21 22:30:39,59.2353,163.0719,32.41,98,100,11.83
366,Rio Gallegos,AR,2022-03-21 22:30:39,-51.6226,-69.2181,62.65,45,20,9.22
367,Ballina,AU,2022-03-21 22:31:40,-28.8667,153.5667,73.36,72,15,10.36
368,Jumla,NP,2022-03-21 22:31:40,29.2747,82.1838,44.42,54,0,4.54
369,Bogo,PH,2022-03-21 22:31:40,11.0517,124.0055,79.7,84,95,4.09
370,Pauini,BR,2022-03-21 22:31:41,-7.7136,-66.9764,75.2,92,96,1.57
371,Sarkand,KZ,2022-03-21 22:31:41,45.41,79.9186,36.5,84,100,11.39
372,Las Choapas,MX,2022-03-21 22:31:41,17.9333,-94.0833,83.05,75,45,7.67
373,Verkhoyansk,RU,2022-03-21 22:31:42,67.5447,133.385,-11.47,96,100,3.87
374,Muslyumovo,RU,2022-03-21 22:31:42,55.3033,53.1947,19.06,94,36,8.41
375,Poum,NC,2022-03-21 22:31:42,-20.2333,164.0167,80.1,76,91,11.14
376,Soldatskaya,RU,2022-03-21 22:31:43,43.8181,43.8158,30.31,66,1,5.61
377,Camabatela,AO,2022-03-21 22:31:43,-8.1881,15.375,64.09,98,99,2.33
378,Herat,AF,2022-03-21 22:31:43,34.5,62.0,49.62,49,100,7.14
379,Artvin,TR,2022-03-21 22:31:44,41.1667,41.8333,22.89,92,99,2.59
380,Korla,CN,2022-03-21 22:31:44,41.7597,86.1469,38.5,88,32,5.39
381,Kourou,GF,2022-03-21 22:31:45,5.1552,-52.6478,80.11,91,95,8.28
382,Berlevag,NO,2022-03-21 22:31:45,70.8578,29.0864,37.35,65,75,43.73
383,Kalemie,CD,2022-03-21 22:31:45,-5.9475,29.1947,70.57,91,100,3.69
384,Moyale,KE,2022-03-21 22:31:46,3.5167,39.0584,71.13,64,17,5.26
385,Sheksna,RU,2022-03-21 22:31:46,59.21,38.5107,30.36,94,55,7.34
386,Nyurba,RU,2022-03-21 22:31:46,63.2842,118.3319,2.53,99,98,3.24
387,Paarl,ZA,2022-03-21 22:31:47,-33.7338,18.9752,70.02,83,1,8.39
388,Tatawin,TN,2022-03-21 22:31:47,32.9297,10.4518,49.24,72,36,10.07
389,Carballo,ES,2022-03-21 22:31:51,43.213,-8.691,52.86,91,18,3.6
390,Key West,US,2022-03-21 22:27:26,24.5557,-81.7826,84.2,64,40,21.85
391,Santa Quiteria,BR,2022-03-21 22:31:51,-4.3319,-40.1567,74.73,87,72,3.09
392,Morehead,US,2022-03-21 22:28:17,37.2711,-87.1764,69.78,28,0,8.05
393,Inhambane,MZ,2022-03-21 22:31:52,-23.865,35.3833,71.26,87,49,8.55
394,Atikokan,CA,2022-03-21 22:31:52,48.7555,-91.6216,35.2,74,96,12.64
395,Iskateley,RU,2022-03-21 22:31:53,67.6803,53.1512,29.35,94,100,19.53
396,Ponta Delgada,PT,2022-03-21 22:31:53,37.7333,-25.6667,57.92,62,40,11.5
397,Kilindoni,TZ,2022-03-21 22:31:53,-7.9139,39.6668,80.96,81,100,8.48
398,Salisbury,GB,2022-03-21 22:29:11,51.0693,-1.7957,50.97,80,20,9.22
399,Ketchikan,US,2022-03-21 22:31:54,55.3422,-131.6461,46.38,97,100,7.65
400,Mkokotoni,TZ,2022-03-21 22:31:54,-5.8767,39.2547,77.58,89,23,4.72
401,Vallenar,CL,2022-03-21 22:31:55,-28.5708,-70.7581,73.26,48,0,4.85
402,Kholodnyy,RU,2022-03-21 22:31:55,62.7167,147.95,9.05,85,100,6.51
403,Baneh,IR,2022-03-21 22:31:56,35.9975,45.8853,38.8,92,100,4.16
404,Khandyga,RU,2022-03-21 22:31:56,62.6667,135.6,-1.28,96,100,2.33
405,Glace Bay,CA,2022-03-21 22:27:18,46.1969,-59.957,31.98,80,92,7.0
406,Roald,NO,2022-03-21 22:31:57,62.5833,6.1333,42.75,80,7,4.61
407,Salinas,US,2022-03-21 22:30:01,36.6777,-121.6555,78.01,53,0,11.5
408,Fuengirola,ES,2022-03-21 22:29:29,36.54,-4.6247,57.85,94,20,1.14
409,Talakan,RU,2022-03-21 22:31:57,50.3167,130.3667,10.89,95,98,4.07
410,Srednekolymsk,RU,2022-03-21 22:31:58,67.45,153.6833,21.96,93,100,6.89
411,Namibe,AO,2022-03-21 22:31:58,-15.1961,12.1522,74.14,80,100,8.43
412,North Bend,US,2022-03-21 22:31:58,43.4065,-124.2243,53.85,97,100,8.05
413,Sharjah,AE,2022-03-21 22:31:59,25.3573,55.4033,71.58,68,0,3.44
414,Bellavista,PE,2022-03-21 22:31:59,-7.0561,-76.5911,75.61,87,69,2.01
415,Camacha,PT,2022-03-21 22:33:00,33.0833,-16.3333,58.42,72,20,10.36
416,Cabo San Lucas,MX,2022-03-21 22:33:00,22.8909,-109.9124,79.9,53,0,6.91
417,Coahuayana,MX,2022-03-21 22:33:00,18.7333,-103.6833,85.82,32,21,6.78
418,Aykhal,RU,2022-03-21 22:33:01,66.0,111.5,-3.35,100,100,4.92
419,Great Yarmouth,GB,2022-03-21 22:33:01,52.6083,1.7305,45.41,77,27,7.4
420,Skibbereen,IE,2022-03-21 22:33:01,51.55,-9.2667,52.11,96,99,15.66
421,Shellbrook,CA,2022-03-21 22:33:02,53.2168,-106.4011,34.83,86,100,12.59
422,Longyearbyen,SJ,2022-03-21 22:33:02,78.2186,15.6401,22.84,63,75,28.77
423,Semirom,IR,2022-03-21 22:33:02,31.4167,51.5667,40.93,61,24,4.09
424,Camacupa,AO,2022-03-21 22:33:03,-12.0167,17.4833,61.9,97,75,2.13
425,Egvekinot,RU,2022-03-21 22:33:03,66.3167,-179.1667,13.3,92,100,4.29
426,Ituango,CO,2022-03-21 22:31:22,7.1712,-75.764,65.23,97,94,2.66
427,Puerto Ayacucho,VE,2022-03-21 22:33:04,5.6639,-67.6236,81.14,74,99,6.64
428,Flinders,AU,2022-03-21 22:33:04,-34.5833,150.8552,71.38,86,64,3.0
429,Port Hedland,AU,2022-03-21 22:33:04,-20.3167,118.5667,78.85,78,91,5.75
430,Vestmanna,FO,2022-03-21 22:33:05,62.1564,-7.1664,41.92,87,40,13.8
431,Urusha,RU,2022-03-21 22:33:05,54.05,122.9,4.91,88,56,3.13
432,Palmer,US,2022-03-21 22:32:55,42.1584,-72.3287,54.95,21,20,24.16
433,Benghazi,LY,2022-03-21 22:33:06,32.1167,20.0667,51.24,57,25,10.98
434,Armidale,AU,2022-03-21 22:33:06,-30.5167,151.65,66.34,57,0,3.11
435,Port Macquarie,AU,2022-03-21 22:30:14,-31.4333,152.9167,69.89,61,5,4.68
436,Broken Hill,AU,2022-03-21 22:33:06,-31.95,141.4333,71.31,53,55,3.44
437,Ruteng,ID,2022-03-21 22:33:07,-8.6136,120.4721,64.33,88,98,0.16
438,Lianzhou,CN,2022-03-21 22:33:07,24.7811,112.3825,54.95,92,100,6.04
439,Muroto,JP,2022-03-21 22:33:08,33.2833,134.15,49.41,90,100,22.08
440,Hauknes,NO,2022-03-21 22:33:08,66.2833,14.0667,35.8,92,75,3.44
441,Zhigansk,RU,2022-03-21 22:33:09,66.7697,123.3711,-14.33,97,88,3.94
442,Bilibino,RU,2022-03-21 22:33:09,68.0546,166.4372,19.26,87,100,4.0
443,Qostanay,KZ,2022-03-21 22:33:10,53.1667,63.5833,15.84,95,100,8.23
444,Asau,RO,2022-03-21 22:33:10,46.4333,26.4,36.52,77,10,7.43
445,Ugoofaaru,MV,2022-03-21 22:33:10,5.6667,73.0,82.11,68,5,14.65
446,Paita,PE,2022-03-21 22:33:11,-5.0892,-81.1144,76.14,73,38,18.01
447,Caraballeda,VE,2022-03-21 22:33:11,10.6112,-66.8522,82.47,78,20,5.75
448,Nacala,MZ,2022-03-21 22:33:11,-14.5428,40.6728,72.07,94,77,8.77
449,Irece,BR,2022-03-21 22:32:41,-11.3042,-41.8558,78.03,46,59,9.33
450,Sorland,NO,2022-03-21 22:33:12,67.667,12.6934,40.86,95,89,12.82
451,Thinadhoo,MV,2022-03-21 22:33:12,0.5333,72.9333,83.64,72,60,16.24
452,Izberbash,RU,2022-03-21 22:33:11,42.5696,47.8645,32.09,60,30,3.8
453,Mount Isa,AU,2022-03-21 22:33:13,-20.7333,139.5,78.57,57,2,0.0
454,Barda,AZ,2022-03-21 22:33:13,40.3744,47.1267,36.18,66,99,2.28
455,Siguiri,GN,2022-03-21 22:33:13,11.6667,-9.5,86.16,42,58,9.19
456,Bayshore Gardens,US,2022-03-21 22:33:14,27.4253,-82.5904,84.24,36,0,8.05
457,Ruza,RU,2022-03-21 22:33:14,55.699,36.1952,27.64,99,35,3.29
458,Nueve De Julio,AR,2022-03-21 22:32:53,-35.4444,-60.8831,58.46,71,100,7.85
459,Umm Lajj,SA,2022-03-21 22:33:15,25.0213,37.2685,68.54,71,0,7.78
460,Suntar,RU,2022-03-21 22:33:15,62.1444,117.6319,16.66,95,99,5.66
461,Vanavara,RU,2022-03-21 22:33:15,60.34,102.2797,16.16,94,100,8.23
462,Peace River,CA,2022-03-21 22:34:16,56.2501,-117.286,44.91,52,20,18.41
463,Rovaniemi,FI,2022-03-21 22:34:16,66.5,25.7167,35.01,75,20,4.61
464,Dulce Grande,MX,2022-03-21 22:34:17,23.0,-102.1667,75.43,5,100,28.25
465,Iquitos,PE,2022-03-21 22:31:10,-3.7481,-73.2472,78.84,89,75,3.44
466,Waingapu,ID,2022-03-21 22:34:17,-9.6567,120.2641,79.48,80,94,2.75
467,Sinnamary,GF,2022-03-21 22:34:17,5.3833,-52.95,76.73,87,86,10.54
468,Port Antonio,JM,2022-03-21 22:34:22,18.18,-76.4612,80.51,79,55,5.91
469,Moulins,FR,2022-03-21 22:34:22,46.5,3.3333,41.25,70,12,4.34
470,Derzhavinsk,KZ,2022-03-21 22:34:23,51.1,66.3167,23.45,96,100,11.86
471,Orotukan,RU,2022-03-21 22:34:23,62.2667,151.7,9.36,94,100,4.81
472,Kousseri,CM,2022-03-21 22:34:24,12.0769,15.0306,85.19,16,93,8.7
473,Deputatskiy,RU,2022-03-21 22:34:24,69.3,139.9,0.48,86,100,2.46
474,Nakambala,ZM,2022-03-21 22:34:25,-15.8324,27.7799,60.13,93,10,4.99
475,Vicuna,CL,2022-03-21 22:34:25,-30.0319,-70.7081,77.77,44,0,4.85
476,Avera,US,2022-03-21 22:34:25,33.194,-82.5271,71.65,47,23,5.23
477,Raudeberg,NO,2022-03-21 22:34:26,61.9875,5.1352,38.86,60,34,6.33
478,Alacranes,CU,2022-03-21 22:34:26,22.7675,-81.5675,82.89,56,64,14.97
479,Salalah,OM,2022-03-21 22:34:26,17.0151,54.0924,71.69,35,0,4.61
480,Tura,IN,2022-03-21 22:34:27,25.5198,90.2201,69.91,56,45,3.71
481,La Rioja,ES,2022-03-21 22:34:27,42.25,-2.5,42.58,95,100,11.27
482,Nantucket,US,2022-03-21 22:34:27,41.2835,-70.0995,57.31,67,0,20.71
483,Nouadhibou,MR,2022-03-21 22:34:28,20.931,-17.0347,64.38,68,0,18.41
484,Mwinilunga,ZM,2022-03-21 22:34:28,-11.7358,24.4293,63.41,99,100,1.66
485,Pochutla,MX,2022-03-21 22:34:29,15.7432,-96.4661,89.42,43,4,6.42
486,Vardo,NO,2022-03-21 22:34:29,70.3705,31.1107,33.4,73,63,39.48
487,Khelyulya,RU,2022-03-21 22:34:29,61.7333,30.6833,31.73,89,2,7.47
488,Leiyang,CN,2022-03-21 22:34:30,26.4024,112.8591,45.91,90,100,5.32
489,Ivankiv,UA,2022-03-21 22:34:30,50.9386,29.8943,36.18,84,2,6.8
490,Kaeo,NZ,2022-03-21 22:34:31,-35.1,173.7833,74.32,89,5,10.11
491,Nambutalai,IN,2022-03-21 22:34:31,9.7167,79.0,84.61,67,90,4.79
492,Boca Do Acre,BR,2022-03-21 22:34:31,-8.7522,-67.3978,74.73,95,92,0.34
493,Hofn,IS,2022-03-21 22:34:32,64.2539,-15.2082,43.63,98,100,2.44
494,Tecoanapa,MX,2022-03-21 22:34:32,16.5167,-98.75,83.91,57,2,11.79
495,Qaqortoq,GL,2022-03-21 22:34:32,60.7167,-46.0333,9.73,80,3,6.44
496,Xuddur,SO,2022-03-21 22:34:33,4.1213,43.8894,73.49,72,5,14.54
497,Chaumont,FR,2022-03-21 22:34:33,48.1167,5.1333,40.37,79,2,3.4
498,Kirakira,SB,2022-03-21 22:34:34,-10.4544,161.9205,84.11,73,57,6.17
499,Golden,US,2022-03-21 22:34:15,39.7555,-105.2211,41.85,67,100,4.0
500,Plaster Rock,CA,2022-03-21 22:34:34,46.9065,-67.39,34.32,85,97,13.22
501,Cherdyn,RU,2022-03-21 22:34:34,60.403,56.4787,11.73,99,99,4.16
502,Victor Harbor,AU,2022-03-21 22:34:35,-35.5667,138.6167,64.0,91,100,4.97
503,Sisimiut,GL,2022-03-21 22:34:35,66.9395,-53.6735,-6.18,77,8,5.53
504,Andenes,NO,2022-03-21 22:34:36,69.3143,16.1194,39.18,60,75,13.8
505,Porto Nacional,BR,2022-03-21 22:34:36,-10.7081,-48.4172,77.0,80,31,1.43
506,Beloha,MG,2022-03-21 22:35:36,-25.1667,45.05,69.37,78,1,10.78
507,Atherton,GB,2022-03-21 22:35:37,53.5237,-2.4935,49.28,67,32,1.99
508,Baruun-Urt,MN,2022-03-21 22:35:37,46.6806,113.2792,16.52,54,1,7.27
509,Bay Roberts,CA,2022-03-21 22:35:37,47.5999,-53.2648,38.52,95,100,3.0
510,Bilgoraj,PL,2022-03-21 22:35:38,50.5411,22.722,36.37,70,2,4.59
511,Caravelas,BR,2022-03-21 22:35:38,-17.7125,-39.2481,75.4,89,5,9.78
512,Sitka,US,2022-03-21 22:35:38,57.0531,-135.33,42.69,75,100,4.61
513,Suluq,LY,2022-03-21 22:35:39,31.6682,20.2521,47.75,58,68,7.78
514,Bloemhof,ZA,2022-03-21 22:35:39,-27.6469,25.607,64.2,73,85,4.61
515,San Ramon,US,2022-03-21 22:35:40,37.7799,-121.978,78.82,37,0,10.36
516,Biak,ID,2022-03-21 22:35:40,-0.9131,122.8766,77.56,75,98,1.43
517,Dangriga,BZ,2022-03-21 22:35:40,16.9692,-88.2321,79.88,71,6,9.57
518,Ambunti,PG,2022-03-21 22:35:41,-4.2365,142.8448,81.41,72,100,0.34
519,Castro,BR,2022-03-21 22:35:41,-24.7911,-50.0119,59.14,93,36,10.56
520,Huambo,AO,2022-03-21 22:35:41,-12.7761,15.7392,58.98,91,92,1.36
521,Aligudarz,IR,2022-03-21 22:35:42,33.4006,49.6949,43.25,74,9,5.3
522,Porto Novo,BJ,2022-03-21 22:35:42,6.4965,2.6036,84.02,78,100,8.99
523,Tera,NE,2022-03-21 22:35:42,14.0078,0.7531,88.61,13,40,13.35
524,Kayerkan,RU,2022-03-21 22:35:43,69.3497,87.7602,-15.54,100,91,1.01
525,Arman,RU,2022-03-21 22:32:13,59.7,150.1667,26.02,93,100,5.86
526,Sampit,ID,2022-03-21 22:35:43,-2.5333,112.95,71.69,98,100,3.27
527,Aloleng,PH,2022-03-21 22:35:44,16.1307,119.7824,80.2,73,72,9.84
528,Cap Malheureux,MU,2022-03-21 22:35:44,-19.9842,57.6142,79.47,89,49,1.99
529,Banjar,ID,2022-03-21 22:35:44,-8.19,114.9675,78.26,84,100,2.62
530,Pingliang,CN,2022-03-21 22:35:45,35.5392,106.6861,40.05,82,100,3.83
531,Mansa,IN,2022-03-21 22:35:45,29.9833,75.3833,68.05,28,0,4.36
532,Ziyang,CN,2022-03-21 22:35:46,29.2497,117.8547,48.76,92,100,4.09
533,Beruwala,LK,2022-03-21 22:35:46,6.4788,79.9828,79.77,85,9,8.28
534,Sawakin,SD,2022-03-21 22:35:46,19.1059,37.3321,72.07,62,0,2.73
535,Brae,GB,2022-03-21 22:35:47,60.3964,-1.353,41.77,86,10,10.18
536,Tabas,IR,2022-03-21 22:35:47,33.5959,56.9244,70.05,17,100,1.01
537,Kizel,RU,2022-03-21 22:35:48,59.0471,57.6477,18.23,63,100,1.99
538,Saint George,US,2022-03-21 22:35:48,37.1041,-113.5841,62.8,16,0,17.0
539,Ambilobe,MG,2022-03-21 22:35:48,-13.2,49.05,73.71,96,14,2.35
540,Nagua,DO,2022-03-21 22:35:49,19.3832,-69.8474,80.65,74,20,4.61
541,Zhuanghe,CN,2022-03-21 22:35:49,39.7008,122.9911,34.32,39,0,5.37
542,Marsa Matruh,EG,2022-03-21 22:35:50,31.3525,27.2453,51.17,62,14,9.91
543,Amapa,BR,2022-03-21 22:35:50,1.0,-52.0,70.54,99,100,1.52
544,Alihe,CN,2022-03-21 22:35:50,50.5667,123.7167,14.27,84,23,3.71
545,Charlestown,AU,2022-03-21 22:33:37,-32.95,151.6667,71.11,79,16,4.0
546,Emba,KZ,2022-03-21 22:35:51,48.8264,58.1442,5.65,99,89,4.43
547,Tahe,CN,2022-03-21 22:35:51,52.3333,124.7333,16.07,80,28,4.99
548,Palmas Bellas,PA,2022-03-21 22:35:52,9.2319,-80.0867,80.76,79,35,12.75
549,San Roque,ES,2022-03-21 22:31:33,36.2107,-5.3842,59.83,77,40,5.75
550,Pio Duran,PH,2022-03-21 22:35:52,13.0293,123.445,79.12,86,97,6.76
551,Fuyu,CN,2022-03-21 22:35:53,45.1833,124.8167,23.94,60,0,7.47
552,San Quintin,MX,2022-03-21 22:35:53,30.4833,-115.95,63.01,66,25,10.96
553,Iwanai,JP,2022-03-21 22:36:53,42.9744,140.5089,36.57,66,91,14.52
554,Ancud,CL,2022-03-21 22:36:54,-41.8697,-73.8203,51.22,76,77,11.05
555,Honiara,SB,2022-03-21 22:36:54,-9.4333,159.95,85.46,66,82,3.53
556,Hami,CN,2022-03-21 22:36:54,42.8,93.45,39.04,33,43,4.5
557,Kudahuvadhoo,MV,2022-03-21 22:36:55,2.6708,72.8944,82.67,70,1,15.43
558,Northam,GB,2022-03-21 22:36:55,51.0333,-4.2167,53.62,74,85,13.82
559,Marienburg,PL,2022-03-21 22:36:56,54.0359,19.0266,41.58,59,0,5.75
560,Celendin,PE,2022-03-21 22:36:56,-6.8703,-78.1517,57.72,83,86,2.98
561,Bowen,AU,2022-03-21 22:35:18,-20.0167,148.2333,78.39,69,98,9.73
